forecast_date,target,target_end_date,location,type,quantile,value
2021-09-06,1 wk ahead inc case,2021-09-11,AT,point,NA,12488
2021-09-06,2 wk ahead inc case,2021-09-18,AT,point,NA,14340
2021-09-06,3 wk ahead inc case,2021-09-25,AT,point,NA,16160
2021-09-06,4 wk ahead inc case,2021-10-02,AT,point,NA,17870
2021-09-06,1 wk ahead inc case,2021-09-11,BE,point,NA,13506
2021-09-06,2 wk ahead inc case,2021-09-18,BE,point,NA,13174
2021-09-06,3 wk ahead inc case,2021-09-25,BE,point,NA,12820
2021-09-06,4 wk ahead inc case,2021-10-02,BE,point,NA,12440
2021-09-06,1 wk ahead inc case,2021-09-11,BG,point,NA,10861
2021-09-06,2 wk ahead inc case,2021-09-18,BG,point,NA,10774
2021-09-06,3 wk ahead inc case,2021-09-25,BG,point,NA,10549
2021-09-06,4 wk ahead inc case,2021-10-02,BG,point,NA,10595
2021-09-06,1 wk ahead inc case,2021-09-11,CH,point,NA,15314
2021-09-06,2 wk ahead inc case,2021-09-18,CH,point,NA,14211
2021-09-06,3 wk ahead inc case,2021-09-25,CH,point,NA,13315
2021-09-06,4 wk ahead inc case,2021-10-02,CH,point,NA,12555
2021-09-06,1 wk ahead inc case,2021-09-11,CY,point,NA,1345
2021-09-06,2 wk ahead inc case,2021-09-18,CY,point,NA,1094
2021-09-06,3 wk ahead inc case,2021-09-25,CY,point,NA,979
2021-09-06,4 wk ahead inc case,2021-10-02,CY,point,NA,1027
2021-09-06,1 wk ahead inc case,2021-09-11,CZ,point,NA,1765
2021-09-06,2 wk ahead inc case,2021-09-18,CZ,point,NA,1852
2021-09-06,3 wk ahead inc case,2021-09-25,CZ,point,NA,2017
2021-09-06,4 wk ahead inc case,2021-10-02,CZ,point,NA,2277
2021-09-06,1 wk ahead inc case,2021-09-11,DE,point,NA,85044
2021-09-06,2 wk ahead inc case,2021-09-18,DE,point,NA,103672
2021-09-06,3 wk ahead inc case,2021-09-25,DE,point,NA,122685
2021-09-06,4 wk ahead inc case,2021-10-02,DE,point,NA,136370
2021-09-06,1 wk ahead inc case,2021-09-11,DK,point,NA,4437
2021-09-06,2 wk ahead inc case,2021-09-18,DK,point,NA,3995
2021-09-06,3 wk ahead inc case,2021-09-25,DK,point,NA,3816
2021-09-06,4 wk ahead inc case,2021-10-02,DK,point,NA,3507
2021-09-06,1 wk ahead inc case,2021-09-11,EE,point,NA,2705
2021-09-06,2 wk ahead inc case,2021-09-18,EE,point,NA,2916
2021-09-06,3 wk ahead inc case,2021-09-25,EE,point,NA,3124
2021-09-06,4 wk ahead inc case,2021-10-02,EE,point,NA,3287
2021-09-06,1 wk ahead inc case,2021-09-11,ES,point,NA,35874
2021-09-06,2 wk ahead inc case,2021-09-18,ES,point,NA,27524
2021-09-06,3 wk ahead inc case,2021-09-25,ES,point,NA,21799
2021-09-06,4 wk ahead inc case,2021-10-02,ES,point,NA,18495
2021-09-06,1 wk ahead inc case,2021-09-11,FI,point,NA,3718
2021-09-06,2 wk ahead inc case,2021-09-18,FI,point,NA,3498
2021-09-06,3 wk ahead inc case,2021-09-25,FI,point,NA,3266
2021-09-06,4 wk ahead inc case,2021-10-02,FI,point,NA,3043
2021-09-06,1 wk ahead inc case,2021-09-11,FR,point,NA,77132
2021-09-06,2 wk ahead inc case,2021-09-18,FR,point,NA,58543
2021-09-06,3 wk ahead inc case,2021-09-25,FR,point,NA,50594
2021-09-06,4 wk ahead inc case,2021-10-02,FR,point,NA,43796
2021-09-06,1 wk ahead inc case,2021-09-11,GB,point,NA,255743
2021-09-06,2 wk ahead inc case,2021-09-18,GB,point,NA,266313
2021-09-06,3 wk ahead inc case,2021-09-25,GB,point,NA,275531
2021-09-06,4 wk ahead inc case,2021-10-02,GB,point,NA,278493
2021-09-06,1 wk ahead inc case,2021-09-11,GR,point,NA,15950
2021-09-06,2 wk ahead inc case,2021-09-18,GR,point,NA,14370
2021-09-06,3 wk ahead inc case,2021-09-25,GR,point,NA,13864
2021-09-06,4 wk ahead inc case,2021-10-02,GR,point,NA,13555
2021-09-06,1 wk ahead inc case,2021-09-11,HR,point,NA,5570
2021-09-06,2 wk ahead inc case,2021-09-18,HR,point,NA,7168
2021-09-06,3 wk ahead inc case,2021-09-25,HR,point,NA,9234
2021-09-06,4 wk ahead inc case,2021-10-02,HR,point,NA,11194
2021-09-06,1 wk ahead inc case,2021-09-11,HU,point,NA,1463
2021-09-06,2 wk ahead inc case,2021-09-18,HU,point,NA,1707
2021-09-06,3 wk ahead inc case,2021-09-25,HU,point,NA,1942
2021-09-06,4 wk ahead inc case,2021-10-02,HU,point,NA,2164
2021-09-06,1 wk ahead inc case,2021-09-11,IE,point,NA,8553
2021-09-06,2 wk ahead inc case,2021-09-18,IE,point,NA,7648
2021-09-06,3 wk ahead inc case,2021-09-25,IE,point,NA,6944
2021-09-06,4 wk ahead inc case,2021-10-02,IE,point,NA,6722
2021-09-06,1 wk ahead inc case,2021-09-11,IS,point,NA,287
2021-09-06,2 wk ahead inc case,2021-09-18,IS,point,NA,225
