forecast_date,target,target_end_date,location,type,quantile,value
2021-10-04,1 wk ahead inc case,2021-10-09,AT,point,NA,16530
2021-10-04,2 wk ahead inc case,2021-10-16,AT,point,NA,17929
2021-10-04,3 wk ahead inc case,2021-10-23,AT,point,NA,19702
2021-10-04,4 wk ahead inc case,2021-10-30,AT,point,NA,20970
2021-10-04,1 wk ahead inc case,2021-10-09,BG,point,NA,13650
2021-10-04,2 wk ahead inc case,2021-10-16,BG,point,NA,14307
2021-10-04,3 wk ahead inc case,2021-10-23,BG,point,NA,14782
2021-10-04,4 wk ahead inc case,2021-10-30,BG,point,NA,15220
2021-10-04,1 wk ahead inc case,2021-10-09,CZ,point,NA,5074
2021-10-04,2 wk ahead inc case,2021-10-16,CZ,point,NA,6292
2021-10-04,3 wk ahead inc case,2021-10-23,CZ,point,NA,7770
2021-10-04,4 wk ahead inc case,2021-10-30,CZ,point,NA,9189
2021-10-04,1 wk ahead inc case,2021-10-09,DE,point,NA,56018
2021-10-04,2 wk ahead inc case,2021-10-16,DE,point,NA,55975
2021-10-04,3 wk ahead inc case,2021-10-23,DE,point,NA,55960
2021-10-04,4 wk ahead inc case,2021-10-30,DE,point,NA,55956
2021-10-04,1 wk ahead inc case,2021-10-09,EE,point,NA,5722
2021-10-04,2 wk ahead inc case,2021-10-16,EE,point,NA,6918
2021-10-04,3 wk ahead inc case,2021-10-23,EE,point,NA,8072
2021-10-04,4 wk ahead inc case,2021-10-30,EE,point,NA,9251
2021-10-04,1 wk ahead inc case,2021-10-09,GR,point,NA,15525
2021-10-04,2 wk ahead inc case,2021-10-16,GR,point,NA,16044
2021-10-04,3 wk ahead inc case,2021-10-23,GR,point,NA,16223
2021-10-04,4 wk ahead inc case,2021-10-30,GR,point,NA,16110
2021-10-04,1 wk ahead inc case,2021-10-09,HR,point,NA,9482
2021-10-04,2 wk ahead inc case,2021-10-16,HR,point,NA,10061
2021-10-04,3 wk ahead inc case,2021-10-23,HR,point,NA,10486
2021-10-04,4 wk ahead inc case,2021-10-30,HR,point,NA,10741
2021-10-04,1 wk ahead inc case,2021-10-09,HU,point,NA,3216
2021-10-04,2 wk ahead inc case,2021-10-16,HU,point,NA,3256
2021-10-04,3 wk ahead inc case,2021-10-23,HU,point,NA,3290
2021-10-04,4 wk ahead inc case,2021-10-30,HU,point,NA,3268
2021-10-04,1 wk ahead inc case,2021-10-09,LT,point,NA,13720
2021-10-04,2 wk ahead inc case,2021-10-16,LT,point,NA,15613
2021-10-04,3 wk ahead inc case,2021-10-23,LT,point,NA,17218
2021-10-04,4 wk ahead inc case,2021-10-30,LT,point,NA,18669
2021-10-04,1 wk ahead inc case,2021-10-09,LV,point,NA,8279
2021-10-04,2 wk ahead inc case,2021-10-16,LV,point,NA,10541
2021-10-04,3 wk ahead inc case,2021-10-23,LV,point,NA,13024
2021-10-04,4 wk ahead inc case,2021-10-30,LV,point,NA,15732
2021-10-04,1 wk ahead inc case,2021-10-09,MT,point,NA,109
2021-10-04,2 wk ahead inc case,2021-10-16,MT,point,NA,120
2021-10-04,3 wk ahead inc case,2021-10-23,MT,point,NA,122
2021-10-04,4 wk ahead inc case,2021-10-30,MT,point,NA,121
2021-10-04,1 wk ahead inc case,2021-10-09,PL,point,NA,10594
2021-10-04,2 wk ahead inc case,2021-10-16,PL,point,NA,13787
2021-10-04,3 wk ahead inc case,2021-10-23,PL,point,NA,16853
2021-10-04,4 wk ahead inc case,2021-10-30,PL,point,NA,22329
2021-10-04,1 wk ahead inc case,2021-10-09,RO,point,NA,101032
2021-10-04,2 wk ahead inc case,2021-10-16,RO,point,NA,148909
2021-10-04,3 wk ahead inc case,2021-10-23,RO,point,NA,204082
2021-10-04,4 wk ahead inc case,2021-10-30,RO,point,NA,266992
2021-10-04,1 wk ahead inc case,2021-10-09,SI,point,NA,6685
2021-10-04,2 wk ahead inc case,2021-10-16,SI,point,NA,7027
2021-10-04,3 wk ahead inc case,2021-10-23,SI,point,NA,7328
2021-10-04,4 wk ahead inc case,2021-10-30,SI,point,NA,7643
2021-10-04,1 wk ahead inc case,2021-10-09,SK,point,NA,12100
2021-10-04,2 wk ahead inc case,2021-10-16,SK,point,NA,15944
2021-10-04,3 wk ahead inc case,2021-10-23,SK,point,NA,20814
2021-10-04,4 wk ahead inc case,2021-10-30,SK,point,NA,26457
2021-10-04,1 wk ahead inc death,2021-10-09,AT,point,NA,69
2021-10-04,2 wk ahead inc death,2021-10-16,AT,point,NA,66
2021-10-04,3 wk ahead inc death,2021-10-23,AT,point,NA,63
2021-10-04,4 wk ahead inc death,2021-10-30,AT,point,NA,57
2021-10-04,1 wk ahead inc death,2021-10-09,BE,point,NA,52
2021-10-04,2 wk ahead inc death,2021-10-16,BE,point,NA,51
2021-10-04,3 wk ahead inc death,2021-10-23,BE,point,NA,46
2021-10-04,4 wk ahead inc death,2021-10-30,BE,point,NA,43
2021-10-04,1 wk ahead inc death,2021-10-09,BG,point,NA,499
2021-10-04,2 wk ahead inc death,2021-10-16,BG,point,NA,504
2021-10-04,3 wk ahead inc death,2021-10-23,BG,point,NA,500
2021-10-04,4 wk ahead inc death,2021-10-30,BG,point,NA,507
2021-10-04,1 wk ahead inc death,2021-10-09,CH,point,NA,49
2021-10-04,2 wk ahead inc death,2021-10-16,CH,point,NA,42
2021-10-04,3 wk ahead inc death,2021-10-23,CH,point,NA,34
2021-10-04,4 wk ahead inc death,2021-10-30,CH,point,NA,30
2021-10-04,1 wk ahead inc death,2021-10-09,CZ,point,NA,29
2021-10-04,2 wk ahead inc death,2021-10-16,CZ,point,NA,36
2021-10-04,3 wk ahead inc death,2021-10-23,CZ,point,NA,44
2021-10-04,4 wk ahead inc death,2021-10-30,CZ,point,NA,53
2021-10-04,1 wk ahead inc death,2021-10-09,DE,point,NA,352
2021-10-04,2 wk ahead inc death,2021-10-16,DE,point,NA,332
2021-10-04,3 wk ahead inc death,2021-10-23,DE,point,NA,311
2021-10-04,4 wk ahead inc death,2021-10-30,DE,point,NA,289
2021-10-04,1 wk ahead inc death,2021-10-09,DK,point,NA,16
2021-10-04,2 wk ahead inc death,2021-10-16,DK,point,NA,15
2021-10-04,3 wk ahead inc death,2021-10-23,DK,point,NA,14
2021-10-04,4 wk ahead inc death,2021-10-30,DK,point,NA,13
2021-10-04,1 wk ahead inc death,2021-10-09,EE,point,NA,20
2021-10-04,2 wk ahead inc death,2021-10-16,EE,point,NA,21
2021-10-04,3 wk ahead inc death,2021-10-23,EE,point,NA,22
2021-10-04,4 wk ahead inc death,2021-10-30,EE,point,NA,21
2021-10-04,1 wk ahead inc death,2021-10-09,ES,point,NA,270
2021-10-04,2 wk ahead inc death,2021-10-16,ES,point,NA,229
2021-10-04,3 wk ahead inc death,2021-10-23,ES,point,NA,225
2021-10-04,4 wk ahead inc death,2021-10-30,ES,point,NA,222
2021-10-04,1 wk ahead inc death,2021-10-09,FI,point,NA,10
2021-10-04,2 wk ahead inc death,2021-10-16,FI,point,NA,10
2021-10-04,3 wk ahead inc death,2021-10-23,FI,point,NA,10
2021-10-04,4 wk ahead inc death,2021-10-30,FI,point,NA,11
2021-10-04,1 wk ahead inc death,2021-10-09,FR,point,NA,215
2021-10-04,2 wk ahead inc death,2021-10-16,FR,point,NA,172
2021-10-04,3 wk ahead inc death,2021-10-23,FR,point,NA,138
2021-10-04,4 wk ahead inc death,2021-10-30,FR,point,NA,111
2021-10-04,1 wk ahead inc death,2021-10-09,GB,point,NA,772
2021-10-04,2 wk ahead inc death,2021-10-16,GB,point,NA,708
2021-10-04,3 wk ahead inc death,2021-10-23,GB,point,NA,645
2021-10-04,4 wk ahead inc death,2021-10-30,GB,point,NA,581
2021-10-04,1 wk ahead inc death,2021-10-09,HR,point,NA,108
2021-10-04,2 wk ahead inc death,2021-10-16,HR,point,NA,117
2021-10-04,3 wk ahead inc death,2021-10-23,HR,point,NA,122
2021-10-04,4 wk ahead inc death,2021-10-30,HR,point,NA,123
2021-10-04,1 wk ahead inc death,2021-10-09,HU,point,NA,57
2021-10-04,2 wk ahead inc death,2021-10-16,HU,point,NA,71
2021-10-04,3 wk ahead inc death,2021-10-23,HU,point,NA,85
2021-10-04,4 wk ahead inc death,2021-10-30,HU,point,NA,95
2021-10-04,1 wk ahead inc death,2021-10-09,IE,point,NA,32
2021-10-04,2 wk ahead inc death,2021-10-16,IE,point,NA,31
2021-10-04,3 wk ahead inc death,2021-10-23,IE,point,NA,30
2021-10-04,4 wk ahead inc death,2021-10-30,IE,point,NA,29
2021-10-04,1 wk ahead inc death,2021-10-09,IT,point,NA,296
2021-10-04,2 wk ahead inc death,2021-10-16,IT,point,NA,249
2021-10-04,3 wk ahead inc death,2021-10-23,IT,point,NA,211
2021-10-04,4 wk ahead inc death,2021-10-30,IT,point,NA,183
2021-10-04,1 wk ahead inc death,2021-10-09,LI,point,NA,NA
2021-10-04,2 wk ahead inc death,2021-10-16,LI,point,NA,NA
2021-10-04,3 wk ahead inc death,2021-10-23,LI,point,NA,NA
2021-10-04,4 wk ahead inc death,2021-10-30,LI,point,NA,NA
2021-10-04,1 wk ahead inc death,2021-10-09,LT,point,NA,165
2021-10-04,2 wk ahead inc death,2021-10-16,LT,point,NA,182
2021-10-04,3 wk ahead inc death,2021-10-23,LT,point,NA,191
2021-10-04,4 wk ahead inc death,2021-10-30,LT,point,NA,199
2021-10-04,1 wk ahead inc death,2021-10-09,LV,point,NA,69
2021-10-04,2 wk ahead inc death,2021-10-16,LV,point,NA,91
2021-10-04,3 wk ahead inc death,2021-10-23,LV,point,NA,116
2021-10-04,4 wk ahead inc death,2021-10-30,LV,point,NA,141
2021-10-04,1 wk ahead inc death,2021-10-09,NL,point,NA,30
2021-10-04,2 wk ahead inc death,2021-10-16,NL,point,NA,28
2021-10-04,3 wk ahead inc death,2021-10-23,NL,point,NA,26
2021-10-04,4 wk ahead inc death,2021-10-30,NL,point,NA,23
2021-10-04,1 wk ahead inc death,2021-10-09,PL,point,NA,152
2021-10-04,2 wk ahead inc death,2021-10-16,PL,point,NA,202
2021-10-04,3 wk ahead inc death,2021-10-23,PL,point,NA,271
2021-10-04,4 wk ahead inc death,2021-10-30,PL,point,NA,349
2021-10-04,1 wk ahead inc death,2021-10-09,PT,point,NA,30
2021-10-04,2 wk ahead inc death,2021-10-16,PT,point,NA,23
2021-10-04,3 wk ahead inc death,2021-10-23,PT,point,NA,20
2021-10-04,4 wk ahead inc death,2021-10-30,PT,point,NA,17
2021-10-04,1 wk ahead inc death,2021-10-09,RO,point,NA,1889
2021-10-04,2 wk ahead inc death,2021-10-16,RO,point,NA,3090
2021-10-04,3 wk ahead inc death,2021-10-23,RO,point,NA,4901
2021-10-04,4 wk ahead inc death,2021-10-30,RO,point,NA,7045
2021-10-04,1 wk ahead inc death,2021-10-09,SE,point,NA,40
2021-10-04,2 wk ahead inc death,2021-10-16,SE,point,NA,31
2021-10-04,3 wk ahead inc death,2021-10-23,SE,point,NA,28
2021-10-04,4 wk ahead inc death,2021-10-30,SE,point,NA,24
2021-10-04,1 wk ahead inc death,2021-10-09,SI,point,NA,44
2021-10-04,2 wk ahead inc death,2021-10-16,SI,point,NA,44
2021-10-04,3 wk ahead inc death,2021-10-23,SI,point,NA,43
2021-10-04,4 wk ahead inc death,2021-10-30,SI,point,NA,42
2021-10-04,1 wk ahead inc death,2021-10-09,SK,point,NA,75
2021-10-04,2 wk ahead inc death,2021-10-16,SK,point,NA,113
2021-10-04,3 wk ahead inc death,2021-10-23,SK,point,NA,159
2021-10-04,4 wk ahead inc death,2021-10-30,SK,point,NA,188
2021-10-04,1 wk ahead inc hosp,2021-10-09,BE,point,NA,388
2021-10-04,2 wk ahead inc hosp,2021-10-16,BE,point,NA,373
2021-10-04,3 wk ahead inc hosp,2021-10-23,BE,point,NA,356
2021-10-04,4 wk ahead inc hosp,2021-10-30,BE,point,NA,341
2021-10-04,1 wk ahead inc hosp,2021-10-09,DK,point,NA,77
2021-10-04,2 wk ahead inc hosp,2021-10-16,DK,point,NA,81
2021-10-04,3 wk ahead inc hosp,2021-10-23,DK,point,NA,90
2021-10-04,4 wk ahead inc hosp,2021-10-30,DK,point,NA,99
2021-10-04,1 wk ahead inc hosp,2021-10-09,EE,point,NA,204
2021-10-04,2 wk ahead inc hosp,2021-10-16,EE,point,NA,225
2021-10-04,3 wk ahead inc hosp,2021-10-23,EE,point,NA,241
2021-10-04,4 wk ahead inc hosp,2021-10-30,EE,point,NA,254
2021-10-04,1 wk ahead inc hosp,2021-10-09,FR,point,NA,1223
2021-10-04,2 wk ahead inc hosp,2021-10-16,FR,point,NA,913
2021-10-04,3 wk ahead inc hosp,2021-10-23,FR,point,NA,666
2021-10-04,4 wk ahead inc hosp,2021-10-30,FR,point,NA,479
2021-10-04,1 wk ahead inc hosp,2021-10-09,GB,point,NA,5140
2021-10-04,2 wk ahead inc hosp,2021-10-16,GB,point,NA,4700
2021-10-04,3 wk ahead inc hosp,2021-10-23,GB,point,NA,4136
2021-10-04,4 wk ahead inc hosp,2021-10-30,GB,point,NA,3638
2021-10-04,1 wk ahead inc hosp,2021-10-09,HR,point,NA,528
2021-10-04,2 wk ahead inc hosp,2021-10-16,HR,point,NA,536
2021-10-04,3 wk ahead inc hosp,2021-10-23,HR,point,NA,547
2021-10-04,4 wk ahead inc hosp,2021-10-30,HR,point,NA,553
2021-10-04,1 wk ahead inc hosp,2021-10-09,NL,point,NA,202
2021-10-04,2 wk ahead inc hosp,2021-10-16,NL,point,NA,175
2021-10-04,3 wk ahead inc hosp,2021-10-23,NL,point,NA,145
2021-10-04,4 wk ahead inc hosp,2021-10-30,NL,point,NA,123
2021-10-04,1 wk ahead inc hosp,2021-10-09,SI,point,NA,336
2021-10-04,2 wk ahead inc hosp,2021-10-16,SI,point,NA,349
2021-10-04,3 wk ahead inc hosp,2021-10-23,SI,point,NA,353
