forecast_date,target,target_end_date,location,type,quantile,value
2021-11-01,1 wk ahead inc case,2021-11-06,AT,point,NA,35119
2021-11-01,2 wk ahead inc case,2021-11-13,AT,point,NA,41278
2021-11-01,3 wk ahead inc case,2021-11-20,AT,point,NA,45541
2021-11-01,4 wk ahead inc case,2021-11-27,AT,point,NA,48170
2021-11-01,1 wk ahead inc case,2021-11-06,BE,point,NA,67104
2021-11-01,2 wk ahead inc case,2021-11-13,BE,point,NA,87547
2021-11-01,3 wk ahead inc case,2021-11-20,BE,point,NA,102845
2021-11-01,4 wk ahead inc case,2021-11-27,BE,point,NA,121422
2021-11-01,1 wk ahead inc case,2021-11-06,BG,point,NA,37338
2021-11-01,2 wk ahead inc case,2021-11-13,BG,point,NA,40553
2021-11-01,3 wk ahead inc case,2021-11-20,BG,point,NA,42379
2021-11-01,4 wk ahead inc case,2021-11-27,BG,point,NA,43851
2021-11-01,1 wk ahead inc case,2021-11-06,CH,point,NA,11265
2021-11-01,2 wk ahead inc case,2021-11-13,CH,point,NA,12549
2021-11-01,3 wk ahead inc case,2021-11-20,CH,point,NA,13778
2021-11-01,4 wk ahead inc case,2021-11-27,CH,point,NA,15333
2021-11-01,1 wk ahead inc case,2021-11-06,CY,point,NA,1087
2021-11-01,2 wk ahead inc case,2021-11-13,CY,point,NA,1130
2021-11-01,3 wk ahead inc case,2021-11-20,CY,point,NA,1178
2021-11-01,4 wk ahead inc case,2021-11-27,CY,point,NA,1230
2021-11-01,1 wk ahead inc case,2021-11-06,CZ,point,NA,50595
2021-11-01,2 wk ahead inc case,2021-11-13,CZ,point,NA,81978
2021-11-01,3 wk ahead inc case,2021-11-20,CZ,point,NA,123312
2021-11-01,4 wk ahead inc case,2021-11-27,CZ,point,NA,177787
2021-11-01,1 wk ahead inc case,2021-11-06,DE,point,NA,165293
2021-11-01,2 wk ahead inc case,2021-11-13,DE,point,NA,206266
2021-11-01,3 wk ahead inc case,2021-11-20,DE,point,NA,250601
2021-11-01,4 wk ahead inc case,2021-11-27,DE,point,NA,304265
2021-11-01,1 wk ahead inc case,2021-11-06,DK,point,NA,13942
2021-11-01,2 wk ahead inc case,2021-11-13,DK,point,NA,17382
2021-11-01,3 wk ahead inc case,2021-11-20,DK,point,NA,19773
