forecast_date,target,target_end_date,location,type,quantile,value
2021-09-20,1 wk ahead inc case,2021-09-25,AT,point,NA,14763
2021-09-20,2 wk ahead inc case,2021-10-02,AT,point,NA,15069
2021-09-20,3 wk ahead inc case,2021-10-09,AT,point,NA,15080
2021-09-20,4 wk ahead inc case,2021-10-16,AT,point,NA,15000
2021-09-20,1 wk ahead inc case,2021-09-25,BE,point,NA,13377
2021-09-20,2 wk ahead inc case,2021-10-02,BE,point,NA,12639
2021-09-20,3 wk ahead inc case,2021-10-09,BE,point,NA,12389
2021-09-20,4 wk ahead inc case,2021-10-16,BE,point,NA,12229
2021-09-20,1 wk ahead inc case,2021-09-25,BG,point,NA,10735
2021-09-20,2 wk ahead inc case,2021-10-02,BG,point,NA,11059
2021-09-20,3 wk ahead inc case,2021-10-09,BG,point,NA,11406
2021-09-20,4 wk ahead inc case,2021-10-16,BG,point,NA,11721
2021-09-20,1 wk ahead inc case,2021-09-25,CH,point,NA,11643
2021-09-20,2 wk ahead inc case,2021-10-02,CH,point,NA,10893
2021-09-20,3 wk ahead inc case,2021-10-09,CH,point,NA,10274
2021-09-20,4 wk ahead inc case,2021-10-16,CH,point,NA,9924
2021-09-20,1 wk ahead inc case,2021-09-25,CY,point,NA,150
2021-09-20,2 wk ahead inc case,2021-10-02,CY,point,NA,49
2021-09-20,3 wk ahead inc case,2021-10-09,CY,point,NA,14
2021-09-20,4 wk ahead inc case,2021-10-16,CY,point,NA,3
2021-09-20,1 wk ahead inc case,2021-09-25,CZ,point,NA,3470
2021-09-20,2 wk ahead inc case,2021-10-02,CZ,point,NA,4512
2021-09-20,3 wk ahead inc case,2021-10-09,CZ,point,NA,5357
2021-09-20,4 wk ahead inc case,2021-10-16,CZ,point,NA,6467
2021-09-20,1 wk ahead inc case,2021-09-25,DE,point,NA,58266
2021-09-20,2 wk ahead inc case,2021-10-02,DE,point,NA,55315
2021-09-20,3 wk ahead inc case,2021-10-09,DE,point,NA,49907
2021-09-20,4 wk ahead inc case,2021-10-16,DE,point,NA,47749
2021-09-20,1 wk ahead inc case,2021-09-25,DK,point,NA,1855
2021-09-20,2 wk ahead inc case,2021-10-02,DK,point,NA,1449
2021-09-20,3 wk ahead inc case,2021-10-09,DK,point,NA,1157
2021-09-20,4 wk ahead inc case,2021-10-16,DK,point,NA,1134
2021-09-20,1 wk ahead inc case,2021-09-25,EE,point,NA,3224
2021-09-20,2 wk ahead inc case,2021-10-02,EE,point,NA,3469
2021-09-20,3 wk ahead inc case,2021-10-09,EE,point,NA,3788
2021-09-20,4 wk ahead inc case,2021-10-16,EE,point,NA,4017
2021-09-20,1 wk ahead inc case,2021-09-25,ES,point,NA,16436
2021-09-20,2 wk ahead inc case,2021-10-02,ES,point,NA,12071
2021-09-20,3 wk ahead inc case,2021-10-09,ES,point,NA,9424
2021-09-20,4 wk ahead inc case,2021-10-16,ES,point,NA,9251
2021-09-20,1 wk ahead inc case,2021-09-25,FI,point,NA,2713
2021-09-20,2 wk ahead inc case,2021-10-02,FI,point,NA,2514
