forecast_date,target,target_end_date,location,type,quantile,value
2021-07-19,1 wk ahead inc case,2021-07-24,AT,point,NA,3732
2021-07-19,2 wk ahead inc case,2021-07-31,AT,point,NA,7441
2021-07-19,3 wk ahead inc case,2021-08-07,AT,point,NA,14620
2021-07-19,4 wk ahead inc case,2021-08-14,AT,point,NA,28522
2021-07-19,1 wk ahead inc case,2021-07-24,BG,point,NA,526
2021-07-19,2 wk ahead inc case,2021-07-31,BG,point,NA,583
2021-07-19,3 wk ahead inc case,2021-08-07,BG,point,NA,634
2021-07-19,4 wk ahead inc case,2021-08-14,BG,point,NA,687
2021-07-19,1 wk ahead inc case,2021-07-24,CH,point,NA,4248
2021-07-19,2 wk ahead inc case,2021-07-31,CH,point,NA,6455
2021-07-19,3 wk ahead inc case,2021-08-07,CH,point,NA,10595
2021-07-19,4 wk ahead inc case,2021-08-14,CH,point,NA,18240
2021-07-19,1 wk ahead inc case,2021-07-24,CZ,point,NA,1695
2021-07-19,2 wk ahead inc case,2021-07-31,CZ,point,NA,1984
2021-07-19,3 wk ahead inc case,2021-08-07,CZ,point,NA,2208
2021-07-19,4 wk ahead inc case,2021-08-14,CZ,point,NA,2309
2021-07-19,1 wk ahead inc case,2021-07-24,DE,point,NA,10081
2021-07-19,2 wk ahead inc case,2021-07-31,DE,point,NA,12964
2021-07-19,3 wk ahead inc case,2021-08-07,DE,point,NA,14215
2021-07-19,4 wk ahead inc case,2021-08-14,DE,point,NA,14931
2021-07-19,1 wk ahead inc case,2021-07-24,DK,point,NA,11146
2021-07-19,2 wk ahead inc case,2021-07-31,DK,point,NA,17766
2021-07-19,3 wk ahead inc case,2021-08-07,DK,point,NA,26153
2021-07-19,4 wk ahead inc case,2021-08-14,DK,point,NA,35306
2021-07-19,1 wk ahead inc case,2021-07-24,EE,point,NA,441
2021-07-19,2 wk ahead inc case,2021-07-31,EE,point,NA,520
2021-07-19,3 wk ahead inc case,2021-08-07,EE,point,NA,616
2021-07-19,4 wk ahead inc case,2021-08-14,EE,point,NA,726
2021-07-19,1 wk ahead inc case,2021-07-24,FR,point,NA,88447
2021-07-19,2 wk ahead inc case,2021-07-31,FR,point,NA,174013
2021-07-19,3 wk ahead inc case,2021-08-07,FR,point,NA,329450
2021-07-19,4 wk ahead inc case,2021-08-14,FR,point,NA,562317
2021-07-19,1 wk ahead inc case,2021-07-24,GB,point,NA,382144
2021-07-19,2 wk ahead inc case,2021-07-31,GB,point,NA,460852
2021-07-19,3 wk ahead inc case,2021-08-07,GB,point,NA,522973
2021-07-19,4 wk ahead inc case,2021-08-14,GB,point,NA,553155
2021-07-19,1 wk ahead inc case,2021-07-24,GR,point,NA,21684
2021-07-19,2 wk ahead inc case,2021-07-31,GR,point,NA,27871
