forecast_date,target,target_end_date,location,type,quantile,value
2021-08-30,1 wk ahead inc case,2021-09-04,AT,point,NA,11261
2021-08-30,2 wk ahead inc case,2021-09-11,AT,point,NA,13487
2021-08-30,3 wk ahead inc case,2021-09-18,AT,point,NA,15733
2021-08-30,4 wk ahead inc case,2021-09-25,AT,point,NA,18283
2021-08-30,1 wk ahead inc case,2021-09-04,BE,point,NA,13119
2021-08-30,2 wk ahead inc case,2021-09-11,BE,point,NA,13425
2021-08-30,3 wk ahead inc case,2021-09-18,BE,point,NA,13566
2021-08-30,4 wk ahead inc case,2021-09-25,BE,point,NA,13576
2021-08-30,1 wk ahead inc case,2021-09-04,BG,point,NA,12997
2021-08-30,2 wk ahead inc case,2021-09-11,BG,point,NA,16255
2021-08-30,3 wk ahead inc case,2021-09-18,BG,point,NA,20388
2021-08-30,4 wk ahead inc case,2021-09-25,BG,point,NA,26020
2021-08-30,1 wk ahead inc case,2021-09-04,CH,point,NA,19858
2021-08-30,2 wk ahead inc case,2021-09-11,CH,point,NA,22469
2021-08-30,3 wk ahead inc case,2021-09-18,CH,point,NA,25155
2021-08-30,4 wk ahead inc case,2021-09-25,CH,point,NA,28001
2021-08-30,1 wk ahead inc case,2021-09-04,CY,point,NA,1536
2021-08-30,2 wk ahead inc case,2021-09-11,CY,point,NA,1299
2021-08-30,3 wk ahead inc case,2021-09-18,CY,point,NA,1150
2021-08-30,4 wk ahead inc case,2021-09-25,CY,point,NA,1054
2021-08-30,1 wk ahead inc case,2021-09-04,CZ,point,NA,1359
2021-08-30,2 wk ahead inc case,2021-09-11,CZ,point,NA,1400
2021-08-30,3 wk ahead inc case,2021-09-18,CZ,point,NA,1431
2021-08-30,4 wk ahead inc case,2021-09-25,CZ,point,NA,1451
2021-08-30,1 wk ahead inc case,2021-09-04,DE,point,NA,82781
2021-08-30,2 wk ahead inc case,2021-09-11,DE,point,NA,105798
2021-08-30,3 wk ahead inc case,2021-09-18,DE,point,NA,132347
2021-08-30,4 wk ahead inc case,2021-09-25,DE,point,NA,164509
2021-08-30,1 wk ahead inc case,2021-09-04,DK,point,NA,6107
2021-08-30,2 wk ahead inc case,2021-09-11,DK,point,NA,5870
2021-08-30,3 wk ahead inc case,2021-09-18,DK,point,NA,5667
2021-08-30,4 wk ahead inc case,2021-09-25,DK,point,NA,5493
2021-08-30,1 wk ahead inc case,2021-09-04,EE,point,NA,2644
2021-08-30,2 wk ahead inc case,2021-09-11,EE,point,NA,3013
2021-08-30,3 wk ahead inc case,2021-09-18,EE,point,NA,3409
2021-08-30,4 wk ahead inc case,2021-09-25,EE,point,NA,3828
2021-08-30,1 wk ahead inc case,2021-09-04,ES,point,NA,46337
2021-08-30,2 wk ahead inc case,2021-09-11,ES,point,NA,37643
2021-08-30,3 wk ahead inc case,2021-09-18,ES,point,NA,31552
2021-08-30,4 wk ahead inc case,2021-09-25,ES,point,NA,27312
2021-08-30,1 wk ahead inc case,2021-09-04,FI,point,NA,3743
2021-08-30,2 wk ahead inc case,2021-09-11,FI,point,NA,3378
2021-08-30,3 wk ahead inc case,2021-09-18,FI,point,NA,3103
2021-08-30,4 wk ahead inc case,2021-09-25,FI,point,NA,2853
2021-08-30,1 wk ahead inc case,2021-09-04,FR,point,NA,108503
2021-08-30,2 wk ahead inc case,2021-09-11,FR,point,NA,98676
2021-08-30,3 wk ahead inc case,2021-09-18,FR,point,NA,89325
2021-08-30,4 wk ahead inc case,2021-09-25,FR,point,NA,81797
2021-08-30,1 wk ahead inc case,2021-09-04,GB,point,NA,237842
2021-08-30,2 wk ahead inc case,2021-09-11,GB,point,NA,239373
2021-08-30,3 wk ahead inc case,2021-09-18,GB,point,NA,239172
2021-08-30,4 wk ahead inc case,2021-09-25,GB,point,NA,239309
2021-08-30,1 wk ahead inc case,2021-09-04,GR,point,NA,21189
2021-08-30,2 wk ahead inc case,2021-09-11,GR,point,NA,20676
2021-08-30,3 wk ahead inc case,2021-09-18,GR,point,NA,20580
2021-08-30,4 wk ahead inc case,2021-09-25,GR,point,NA,20819
2021-08-30,1 wk ahead inc case,2021-09-04,HR,point,NA,4215
2021-08-30,2 wk ahead inc case,2021-09-11,HR,point,NA,5310
2021-08-30,3 wk ahead inc case,2021-09-18,HR,point,NA,6496
2021-08-30,4 wk ahead inc case,2021-09-25,HR,point,NA,7779
2021-08-30,1 wk ahead inc case,2021-09-04,HU,point,NA,902
2021-08-30,2 wk ahead inc case,2021-09-11,HU,point,NA,1175
2021-08-30,3 wk ahead inc case,2021-09-18,HU,point,NA,1567
2021-08-30,4 wk ahead inc case,2021-09-25,HU,point,NA,2093
2021-08-30,1 wk ahead inc case,2021-09-04,IE,point,NA,12663
2021-08-30,2 wk ahead inc case,2021-09-11,IE,point,NA,12609
2021-08-30,3 wk ahead inc case,2021-09-18,IE,point,NA,12378
2021-08-30,4 wk ahead inc case,2021-09-25,IE,point,NA,12095
2021-08-30,1 wk ahead inc case,2021-09-04,IS,point,NA,625
2021-08-30,2 wk ahead inc case,2021-09-11,IS,point,NA,718
2021-08-30,3 wk ahead inc case,2021-09-18,IS,point,NA,919
2021-08-30,4 wk ahead inc case,2021-09-25,IS,point,NA,1278
2021-08-30,1 wk ahead inc case,2021-09-04,IT,point,NA,46240
2021-08-30,2 wk ahead inc case,2021-09-11,IT,point,NA,47453
2021-08-30,3 wk ahead inc case,2021-09-18,IT,point,NA,48735
2021-08-30,4 wk ahead inc case,2021-09-25,IT,point,NA,49841
2021-08-30,1 wk ahead inc case,2021-09-04,LI,point,NA,41
2021-08-30,2 wk ahead inc case,2021-09-11,LI,point,NA,40
2021-08-30,3 wk ahead inc case,2021-09-18,LI,point,NA,41
2021-08-30,4 wk ahead inc case,2021-09-25,LI,point,NA,43
2021-08-30,1 wk ahead inc case,2021-09-04,LT,point,NA,4246
2021-08-30,2 wk ahead inc case,2021-09-11,LT,point,NA,4448
2021-08-30,3 wk ahead inc case,2021-09-18,LT,point,NA,4702
2021-08-30,4 wk ahead inc case,2021-09-25,LT,point,NA,5044
2021-08-30,1 wk ahead inc case,2021-09-04,LU,point,NA,563
2021-08-30,2 wk ahead inc case,2021-09-11,LU,point,NA,648
2021-08-30,3 wk ahead inc case,2021-09-18,LU,point,NA,737
2021-08-30,4 wk ahead inc case,2021-09-25,LU,point,NA,829
2021-08-30,1 wk ahead inc case,2021-09-04,LV,point,NA,1491
2021-08-30,2 wk ahead inc case,2021-09-11,LV,point,NA,1879
2021-08-30,3 wk ahead inc case,2021-09-18,LV,point,NA,2335
2021-08-30,4 wk ahead inc case,2021-09-25,LV,point,NA,2863
2021-08-30,1 wk ahead inc case,2021-09-04,MT,point,NA,329
2021-08-30,2 wk ahead inc case,2021-09-11,MT,point,NA,382
2021-08-30,3 wk ahead inc case,2021-09-18,MT,point,NA,566
2021-08-30,4 wk ahead inc case,2021-09-25,MT,point,NA,1032
2021-08-30,1 wk ahead inc case,2021-09-04,NL,point,NA,17020
2021-08-30,2 wk ahead inc case,2021-09-11,NL,point,NA,16622
2021-08-30,3 wk ahead inc case,2021-09-18,NL,point,NA,16140
2021-08-30,4 wk ahead inc case,2021-09-25,NL,point,NA,15634
2021-08-30,1 wk ahead inc case,2021-09-04,NO,point,NA,9993
2021-08-30,2 wk ahead inc case,2021-09-11,NO,point,NA,13785
2021-08-30,3 wk ahead inc case,2021-09-18,NO,point,NA,18268
2021-08-30,4 wk ahead inc case,2021-09-25,NO,point,NA,23262
2021-08-30,1 wk ahead inc case,2021-09-04,PL,point,NA,1750
2021-08-30,2 wk ahead inc case,2021-09-11,PL,point,NA,1960
2021-08-30,3 wk ahead inc case,2021-09-18,PL,point,NA,2229
2021-08-30,4 wk ahead inc case,2021-09-25,PL,point,NA,2657
2021-08-30,1 wk ahead inc case,2021-09-04,PT,point,NA,14576
2021-08-30,2 wk ahead inc case,2021-09-11,PT,point,NA,13893
2021-08-30,3 wk ahead inc case,2021-09-18,PT,point,NA,13253
2021-08-30,4 wk ahead inc case,2021-09-25,PT,point,NA,12683
2021-08-30,1 wk ahead inc case,2021-09-04,RO,point,NA,8143
2021-08-30,2 wk ahead inc case,2021-09-11,RO,point,NA,12128
2021-08-30,3 wk ahead inc case,2021-09-18,RO,point,NA,17447
2021-08-30,4 wk ahead inc case,2021-09-25,RO,point,NA,24141
2021-08-30,1 wk ahead inc case,2021-09-04,SE,point,NA,7367
2021-08-30,2 wk ahead inc case,2021-09-11,SE,point,NA,7976
2021-08-30,3 wk ahead inc case,2021-09-18,SE,point,NA,8422
2021-08-30,4 wk ahead inc case,2021-09-25,SE,point,NA,8902
