forecast_date,target,target_end_date,location,type,quantile,value
2021-08-09,1 wk ahead inc case,2021-08-14,AT,point,NA,3896
2021-08-09,2 wk ahead inc case,2021-08-21,AT,point,NA,4301
2021-08-09,3 wk ahead inc case,2021-08-28,AT,point,NA,4629
2021-08-09,4 wk ahead inc case,2021-09-04,AT,point,NA,4890
2021-08-09,1 wk ahead inc case,2021-08-14,BG,point,NA,5023
2021-08-09,2 wk ahead inc case,2021-08-21,BG,point,NA,9379
2021-08-09,3 wk ahead inc case,2021-08-28,BG,point,NA,17207
2021-08-09,4 wk ahead inc case,2021-09-04,BG,point,NA,31137
2021-08-09,1 wk ahead inc case,2021-08-14,CH,point,NA,5688
2021-08-09,2 wk ahead inc case,2021-08-21,CH,point,NA,5175
2021-08-09,3 wk ahead inc case,2021-08-28,CH,point,NA,4625
2021-08-09,4 wk ahead inc case,2021-09-04,CH,point,NA,4102
2021-08-09,1 wk ahead inc case,2021-08-14,CZ,point,NA,1217
2021-08-09,2 wk ahead inc case,2021-08-21,CZ,point,NA,1285
2021-08-09,3 wk ahead inc case,2021-08-28,CZ,point,NA,1384
2021-08-09,4 wk ahead inc case,2021-09-04,CZ,point,NA,1547
2021-08-09,1 wk ahead inc case,2021-08-14,DE,point,NA,23356
2021-08-09,2 wk ahead inc case,2021-08-21,DE,point,NA,27518
2021-08-09,3 wk ahead inc case,2021-08-28,DE,point,NA,31304
2021-08-09,4 wk ahead inc case,2021-09-04,DE,point,NA,33717
2021-08-09,1 wk ahead inc case,2021-08-14,EE,point,NA,2083
2021-08-09,2 wk ahead inc case,2021-08-21,EE,point,NA,2985
2021-08-09,3 wk ahead inc case,2021-08-28,EE,point,NA,4027
2021-08-09,4 wk ahead inc case,2021-09-04,EE,point,NA,5357
2021-08-09,1 wk ahead inc case,2021-08-14,FI,point,NA,5835
2021-08-09,2 wk ahead inc case,2021-08-21,FI,point,NA,5699
2021-08-09,3 wk ahead inc case,2021-08-28,FI,point,NA,5959
2021-08-09,4 wk ahead inc case,2021-09-04,FI,point,NA,5629
2021-08-09,1 wk ahead inc case,2021-08-14,FR,point,NA,129602
2021-08-09,2 wk ahead inc case,2021-08-21,FR,point,NA,127978
2021-08-09,3 wk ahead inc case,2021-08-28,FR,point,NA,129909
2021-08-09,4 wk ahead inc case,2021-09-04,FR,point,NA,129594
2021-08-09,1 wk ahead inc case,2021-08-14,GR,point,NA,20109
2021-08-09,2 wk ahead inc case,2021-08-21,GR,point,NA,20504
2021-08-09,3 wk ahead inc case,2021-08-28,GR,point,NA,20723
2021-08-09,4 wk ahead inc case,2021-09-04,GR,point,NA,20539
2021-08-09,1 wk ahead inc case,2021-08-14,HR,point,NA,1426
2021-08-09,2 wk ahead inc case,2021-08-21,HR,point,NA,1533
2021-08-09,3 wk ahead inc case,2021-08-28,HR,point,NA,1653
2021-08-09,4 wk ahead inc case,2021-09-04,HR,point,NA,1771
2021-08-09,1 wk ahead inc case,2021-08-14,HU,point,NA,281
2021-08-09,2 wk ahead inc case,2021-08-21,HU,point,NA,263
2021-08-09,3 wk ahead inc case,2021-08-28,HU,point,NA,251
2021-08-09,4 wk ahead inc case,2021-09-04,HU,point,NA,242
2021-08-09,1 wk ahead inc case,2021-08-14,IT,point,NA,42016
2021-08-09,2 wk ahead inc case,2021-08-21,IT,point,NA,45712
2021-08-09,3 wk ahead inc case,2021-08-28,IT,point,NA,50050
2021-08-09,4 wk ahead inc case,2021-09-04,IT,point,NA,54201
2021-08-09,1 wk ahead inc case,2021-08-14,LT,point,NA,4447
2021-08-09,2 wk ahead inc case,2021-08-21,LT,point,NA,5765
2021-08-09,3 wk ahead inc case,2021-08-28,LT,point,NA,6527
2021-08-09,4 wk ahead inc case,2021-09-04,LT,point,NA,7324
2021-08-09,1 wk ahead inc case,2021-08-14,LV,point,NA,599
2021-08-09,2 wk ahead inc case,2021-08-21,LV,point,NA,731
2021-08-09,3 wk ahead inc case,2021-08-28,LV,point,NA,865
2021-08-09,4 wk ahead inc case,2021-09-04,LV,point,NA,1011
2021-08-09,1 wk ahead inc case,2021-08-14,PL,point,NA,1191
2021-08-09,2 wk ahead inc case,2021-08-21,PL,point,NA,1411
2021-08-09,3 wk ahead inc case,2021-08-28,PL,point,NA,1658
2021-08-09,4 wk ahead inc case,2021-09-04,PL,point,NA,1935
2021-08-09,1 wk ahead inc case,2021-08-14,RO,point,NA,2197
2021-08-09,2 wk ahead inc case,2021-08-21,RO,point,NA,3286
2021-08-09,3 wk ahead inc case,2021-08-28,RO,point,NA,4825
2021-08-09,4 wk ahead inc case,2021-09-04,RO,point,NA,7094
2021-08-09,1 wk ahead inc case,2021-08-14,SE,point,NA,5205
2021-08-09,2 wk ahead inc case,2021-08-21,SE,point,NA,6734
2021-08-09,3 wk ahead inc case,2021-08-28,SE,point,NA,8711
2021-08-09,4 wk ahead inc case,2021-09-04,SE,point,NA,11268
2021-08-09,1 wk ahead inc case,2021-08-14,SI,point,NA,1027
2021-08-09,2 wk ahead inc case,2021-08-21,SI,point,NA,1196
2021-08-09,3 wk ahead inc case,2021-08-28,SI,point,NA,1441
2021-08-09,4 wk ahead inc case,2021-09-04,SI,point,NA,1689
2021-08-09,1 wk ahead inc case,2021-08-14,SK,point,NA,331
2021-08-09,2 wk ahead inc case,2021-08-21,SK,point,NA,358
2021-08-09,3 wk ahead inc case,2021-08-28,SK,point,NA,375
2021-08-09,4 wk ahead inc case,2021-09-04,SK,point,NA,395
2021-08-09,1 wk ahead inc death,2021-08-14,AT,point,NA,10
2021-08-09,2 wk ahead inc death,2021-08-21,AT,point,NA,13
2021-08-09,3 wk ahead inc death,2021-08-28,AT,point,NA,14
2021-08-09,4 wk ahead inc death,2021-09-04,AT,point,NA,16
2021-08-09,1 wk ahead inc death,2021-08-14,BE,point,NA,26
2021-08-09,2 wk ahead inc death,2021-08-21,BE,point,NA,28
2021-08-09,3 wk ahead inc death,2021-08-28,BE,point,NA,29
2021-08-09,4 wk ahead inc death,2021-09-04,BE,point,NA,31
2021-08-09,1 wk ahead inc death,2021-08-14,BG,point,NA,54
2021-08-09,2 wk ahead inc death,2021-08-21,BG,point,NA,97
2021-08-09,3 wk ahead inc death,2021-08-28,BG,point,NA,176
2021-08-09,4 wk ahead inc death,2021-09-04,BG,point,NA,327
2021-08-09,1 wk ahead inc death,2021-08-14,CH,point,NA,13
2021-08-09,2 wk ahead inc death,2021-08-21,CH,point,NA,15
2021-08-09,3 wk ahead inc death,2021-08-28,CH,point,NA,17
2021-08-09,4 wk ahead inc death,2021-09-04,CH,point,NA,18
2021-08-09,1 wk ahead inc death,2021-08-14,CZ,point,NA,9
2021-08-09,2 wk ahead inc death,2021-08-21,CZ,point,NA,9
2021-08-09,3 wk ahead inc death,2021-08-28,CZ,point,NA,9
2021-08-09,4 wk ahead inc death,2021-09-04,CZ,point,NA,10
2021-08-09,1 wk ahead inc death,2021-08-14,DE,point,NA,169
2021-08-09,2 wk ahead inc death,2021-08-21,DE,point,NA,208
2021-08-09,3 wk ahead inc death,2021-08-28,DE,point,NA,243
2021-08-09,4 wk ahead inc death,2021-09-04,DE,point,NA,273
2021-08-09,1 wk ahead inc death,2021-08-14,DK,point,NA,4
2021-08-09,2 wk ahead inc death,2021-08-21,DK,point,NA,4
2021-08-09,3 wk ahead inc death,2021-08-28,DK,point,NA,4
2021-08-09,4 wk ahead inc death,2021-09-04,DK,point,NA,4
2021-08-09,1 wk ahead inc death,2021-08-14,EE,point,NA,3
2021-08-09,2 wk ahead inc death,2021-08-21,EE,point,NA,5
2021-08-09,3 wk ahead inc death,2021-08-28,EE,point,NA,7
2021-08-09,4 wk ahead inc death,2021-09-04,EE,point,NA,10
2021-08-09,1 wk ahead inc death,2021-08-14,ES,point,NA,571
2021-08-09,2 wk ahead inc death,2021-08-21,ES,point,NA,622
2021-08-09,3 wk ahead inc death,2021-08-28,ES,point,NA,637
2021-08-09,4 wk ahead inc death,2021-09-04,ES,point,NA,652
2021-08-09,1 wk ahead inc death,2021-08-14,FI,point,NA,3
2021-08-09,2 wk ahead inc death,2021-08-21,FI,point,NA,3
2021-08-09,3 wk ahead inc death,2021-08-28,FI,point,NA,3
2021-08-09,4 wk ahead inc death,2021-09-04,FI,point,NA,3
2021-08-09,1 wk ahead inc death,2021-08-14,FR,point,NA,471
2021-08-09,2 wk ahead inc death,2021-08-21,FR,point,NA,671
2021-08-09,3 wk ahead inc death,2021-08-28,FR,point,NA,819
2021-08-09,4 wk ahead inc death,2021-09-04,FR,point,NA,995
2021-08-09,1 wk ahead inc death,2021-08-14,GB,point,NA,587
2021-08-09,2 wk ahead inc death,2021-08-21,GB,point,NA,564
2021-08-09,3 wk ahead inc death,2021-08-28,GB,point,NA,566
2021-08-09,4 wk ahead inc death,2021-09-04,GB,point,NA,569
2021-08-09,1 wk ahead inc death,2021-08-14,GR,point,NA,104
2021-08-09,2 wk ahead inc death,2021-08-21,GR,point,NA,110
2021-08-09,3 wk ahead inc death,2021-08-28,GR,point,NA,112
2021-08-09,4 wk ahead inc death,2021-09-04,GR,point,NA,115
2021-08-09,1 wk ahead inc death,2021-08-14,HR,point,NA,15
2021-08-09,2 wk ahead inc death,2021-08-21,HR,point,NA,19
2021-08-09,3 wk ahead inc death,2021-08-28,HR,point,NA,21
2021-08-09,4 wk ahead inc death,2021-09-04,HR,point,NA,24
