forecast_date,target,target_end_date,location,type,quantile,value
2021-11-01,1 wk ahead inc case,2021-11-06,AT,point,NA,38443
2021-11-01,1 wk ahead inc case,2021-11-06,BG,point,NA,33966
2021-11-01,1 wk ahead inc case,2021-11-06,CZ,point,NA,51290
2021-11-01,1 wk ahead inc case,2021-11-06,DE,point,NA,145380
2021-11-01,1 wk ahead inc case,2021-11-06,EE,point,NA,14120
2021-11-01,1 wk ahead inc case,2021-11-06,GR,point,NA,26861
2021-11-01,1 wk ahead inc case,2021-11-06,HR,point,NA,28596
2021-11-01,1 wk ahead inc case,2021-11-06,HU,point,NA,30602
2021-11-01,1 wk ahead inc case,2021-11-06,LT,point,NA,22310
2021-11-01,1 wk ahead inc case,2021-11-06,LV,point,NA,17922
2021-11-01,1 wk ahead inc case,2021-11-06,PL,point,NA,75120
2021-11-01,1 wk ahead inc case,2021-11-06,RO,point,NA,71242
2021-11-01,1 wk ahead inc case,2021-11-06,SI,point,NA,19081
2021-11-01,1 wk ahead inc case,2021-11-06,SK,point,NA,37250
2021-11-01,2 wk ahead inc case,2021-11-13,AT,point,NA,43561
2021-11-01,2 wk ahead inc case,2021-11-13,BG,point,NA,32446
2021-11-01,2 wk ahead inc case,2021-11-13,CZ,point,NA,84698
2021-11-01,2 wk ahead inc case,2021-11-13,DE,point,NA,149539
2021-11-01,2 wk ahead inc case,2021-11-13,EE,point,NA,16699
2021-11-01,2 wk ahead inc case,2021-11-13,GR,point,NA,26204
2021-11-01,2 wk ahead inc case,2021-11-13,HR,point,NA,30518
2021-11-01,2 wk ahead inc case,2021-11-13,HU,point,NA,46726
2021-11-01,2 wk ahead inc case,2021-11-13,LT,point,NA,23186
2021-11-01,2 wk ahead inc case,2021-11-13,LV,point,NA,17823
2021-11-01,2 wk ahead inc case,2021-11-13,PL,point,NA,104326
2021-11-01,2 wk ahead inc case,2021-11-13,RO,point,NA,54464
2021-11-01,2 wk ahead inc case,2021-11-13,SI,point,NA,20756
2021-11-01,2 wk ahead inc case,2021-11-13,SK,point,NA,45391
2021-11-01,3 wk ahead inc case,2021-11-20,AT,point,NA,48071
2021-11-01,3 wk ahead inc case,2021-11-20,BG,point,NA,28807
2021-11-01,3 wk ahead inc case,2021-11-20,CZ,point,NA,126545
2021-11-01,3 wk ahead inc case,2021-11-20,DE,point,NA,149454
2021-11-01,3 wk ahead inc case,2021-11-20,EE,point,NA,18313
2021-11-01,3 wk ahead inc case,2021-11-20,GR,point,NA,26035
2021-11-01,3 wk ahead inc case,2021-11-20,HR,point,NA,29438
2021-11-01,3 wk ahead inc case,2021-11-20,HU,point,NA,71574
2021-11-01,3 wk ahead inc case,2021-11-20,LT,point,NA,23260
2021-11-01,3 wk ahead inc case,2021-11-20,LV,point,NA,17253
2021-11-01,3 wk ahead inc case,2021-11-20,PL,point,NA,147272
2021-11-01,3 wk ahead inc case,2021-11-20,RO,point,NA,38904
2021-11-01,3 wk ahead inc case,2021-11-20,SI,point,NA,20951
2021-11-01,3 wk ahead inc case,2021-11-20,SK,point,NA,56233
2021-11-01,4 wk ahead inc case,2021-11-27,AT,point,NA,48224
2021-11-01,4 wk ahead inc case,2021-11-27,BG,point,NA,24268
2021-11-01,4 wk ahead inc case,2021-11-27,CZ,point,NA,154324
2021-11-01,4 wk ahead inc case,2021-11-27,DE,point,NA,151690
2021-11-01,4 wk ahead inc case,2021-11-27,EE,point,NA,19648
2021-11-01,4 wk ahead inc case,2021-11-27,GR,point,NA,26081
